# http://localhost:3838/ --workers 50 --loaded-duration-minutes 2 --output-dir run1
# {"appUrl":"http://localhost:3838/","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":50}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
13,13,0,PLAYER_SESSION_CREATE,1697758011169,0,
13,13,0,REQ_HOME_START,1697758011170,4,
13,13,0,REQ_HOME_END,1697758011214,4,
13,13,0,REQ_GET_START,1697758011214,5,
13,13,0,REQ_GET_END,1697758011231,5,
13,13,0,REQ_GET_START,1697758011235,6,
13,13,0,REQ_GET_END,1697758011244,6,
13,13,0,REQ_GET_START,1697758011245,7,
13,13,0,REQ_GET_END,1697758011258,7,
13,13,0,REQ_GET_START,1697758011262,8,
13,13,0,REQ_GET_END,1697758011313,8,
13,13,0,WS_OPEN_START,1697758011314,9,
13,13,0,WS_OPEN_END,1697758011318,9,
13,13,0,PLAYBACK_SLEEPBEFORE_START,1697758011319,10,
13,13,0,PLAYBACK_SLEEPBEFORE_END,1697758011327,10,
13,13,0,REQ_GET_START,1697758011330,10,
13,13,0,REQ_GET_END,1697758011333,10,
13,13,0,WS_RECV_INIT_START,1697758011334,11,
13,13,0,WS_RECV_INIT_END,1697758011335,11,
13,13,0,PLAYBACK_SLEEPBEFORE_START,1697758011337,12,
13,13,0,PLAYBACK_SLEEPBEFORE_END,1697758011340,12,
13,13,0,WS_SEND_START,1697758011341,12,
13,13,0,WS_SEND_END,1697758011341,12,
13,13,0,PLAYBACK_SLEEPBEFORE_START,1697758011342,13,
13,13,0,PLAYBACK_SLEEPBEFORE_END,1697758011345,13,
13,13,0,WS_SEND_START,1697758011345,13,
13,13,0,WS_SEND_END,1697758011346,13,
13,13,0,PLAYBACK_SLEEPBEFORE_START,1697758011347,14,
13,13,0,PLAYBACK_SLEEPBEFORE_END,1697758011348,14,
13,13,0,WS_SEND_START,1697758011349,14,
13,13,0,WS_SEND_END,1697758011350,14,
13,13,0,PLAYBACK_SLEEPBEFORE_START,1697758011350,15,
13,13,0,PLAYBACK_SLEEPBEFORE_END,1697758011352,15,
13,13,0,WS_SEND_START,1697758011353,15,
13,13,0,WS_SEND_END,1697758011354,15,
13,13,0,WS_SEND_START,1697758011354,16,
13,13,0,WS_SEND_END,1697758011355,16,
13,13,0,PLAYBACK_SLEEPBEFORE_START,1697758011355,17,
13,13,0,PLAYBACK_SLEEPBEFORE_END,1697758011357,17,
13,13,0,WS_SEND_START,1697758011358,17,
13,13,0,WS_SEND_END,1697758011358,17,
13,13,0,PLAYBACK_SLEEPBEFORE_START,1697758011359,18,
13,13,0,PLAYBACK_SLEEPBEFORE_END,1697758011361,18,
13,13,0,WS_SEND_START,1697758011362,18,
13,13,0,WS_SEND_END,1697758011362,18,
13,13,0,PLAYBACK_SLEEPBEFORE_START,1697758011363,19,
13,13,0,PLAYBACK_SLEEPBEFORE_END,1697758011365,19,
13,13,0,WS_SEND_START,1697758011366,19,
13,13,0,WS_SEND_END,1697758011366,19,
13,13,0,PLAYBACK_SLEEPBEFORE_START,1697758011367,20,
13,13,0,PLAYBACK_SLEEPBEFORE_END,1697758011369,20,
13,13,0,WS_SEND_START,1697758011370,20,
13,13,0,WS_SEND_END,1697758011370,20,
13,13,0,WS_SEND_START,1697758011371,21,
13,13,0,WS_SEND_END,1697758011372,21,
13,13,0,PLAYBACK_SLEEPBEFORE_START,1697758011373,22,
