# http://localhost:3838/ --workers 50 --loaded-duration-minutes 2 --output-dir run1
# {"appUrl":"http://localhost:3838/","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":50}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
8,8,0,PLAYER_SESSION_CREATE,1697758004819,0,
8,8,0,REQ_HOME_START,1697758004820,4,
8,8,0,REQ_HOME_END,1697758004871,4,
8,8,0,REQ_GET_START,1697758004872,5,
8,8,0,REQ_GET_END,1697758004878,5,
8,8,0,REQ_GET_START,1697758004878,6,
8,8,0,REQ_GET_END,1697758004881,6,
8,8,0,REQ_GET_START,1697758004882,7,
8,8,0,REQ_GET_END,1697758004893,7,
8,8,0,REQ_GET_START,1697758004894,8,
8,8,0,REQ_GET_END,1697758004897,8,
8,8,0,WS_OPEN_START,1697758004899,9,
8,8,0,WS_OPEN_END,1697758004903,9,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004904,10,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004912,10,
8,8,0,REQ_GET_START,1697758004912,10,
8,8,0,REQ_GET_END,1697758004916,10,
8,8,0,WS_RECV_INIT_START,1697758004917,11,
8,8,0,WS_RECV_INIT_END,1697758004918,11,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004918,12,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004920,12,
8,8,0,WS_SEND_START,1697758004921,12,
8,8,0,WS_SEND_END,1697758004922,12,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004923,13,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004926,13,
8,8,0,WS_SEND_START,1697758004927,13,
8,8,0,WS_SEND_END,1697758004928,13,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004930,14,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004932,14,
8,8,0,WS_SEND_START,1697758004933,14,
8,8,0,WS_SEND_END,1697758004934,14,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004935,15,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004936,15,
8,8,0,WS_SEND_START,1697758004937,15,
8,8,0,WS_SEND_END,1697758004938,15,
8,8,0,WS_SEND_START,1697758004939,16,
8,8,0,WS_SEND_END,1697758004940,16,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004940,17,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004942,17,
8,8,0,WS_SEND_START,1697758004943,17,
8,8,0,WS_SEND_END,1697758004944,17,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004944,18,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004946,18,
8,8,0,WS_SEND_START,1697758004947,18,
8,8,0,WS_SEND_END,1697758004948,18,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004949,19,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004951,19,
8,8,0,WS_SEND_START,1697758004951,19,
8,8,0,WS_SEND_END,1697758004952,19,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004953,20,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004955,20,
8,8,0,WS_SEND_START,1697758004956,20,
8,8,0,WS_SEND_END,1697758004956,20,
8,8,0,WS_SEND_START,1697758004957,21,
8,8,0,WS_SEND_END,1697758004958,21,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004958,22,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004960,22,
8,8,0,WS_SEND_START,1697758004961,22,
8,8,0,WS_SEND_END,1697758004962,22,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004962,23,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004964,23,
8,8,0,WS_SEND_START,1697758004965,23,
8,8,0,WS_SEND_END,1697758004965,23,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004966,24,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004968,24,
8,8,0,WS_SEND_START,1697758004968,24,
8,8,0,WS_SEND_END,1697758004969,24,
8,8,0,WS_SEND_START,1697758004970,25,
8,8,0,WS_SEND_END,1697758004970,25,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004971,26,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004973,26,
8,8,0,WS_SEND_START,1697758004974,26,
8,8,0,WS_SEND_END,1697758004975,26,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004975,27,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004978,27,
8,8,0,WS_SEND_START,1697758004979,27,
8,8,0,WS_SEND_END,1697758004980,27,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004980,28,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004981,28,
8,8,0,WS_SEND_START,1697758004982,28,
8,8,0,WS_SEND_END,1697758004983,28,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004984,29,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004986,29,
8,8,0,WS_SEND_START,1697758004986,29,
8,8,0,WS_SEND_END,1697758004987,29,
8,8,0,WS_SEND_START,1697758004988,30,
8,8,0,WS_SEND_END,1697758004989,30,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004989,31,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004991,31,
8,8,0,WS_SEND_START,1697758004992,31,
8,8,0,WS_SEND_END,1697758004993,31,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758004994,32,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758004997,32,
8,8,0,WS_SEND_START,1697758004997,32,
8,8,0,WS_SEND_END,1697758004999,32,
8,8,0,WS_SEND_START,1697758004999,33,
8,8,0,WS_SEND_END,1697758005001,33,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758005003,34,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758005005,34,
8,8,0,WS_SEND_START,1697758005009,34,
8,8,0,WS_SEND_END,1697758005010,34,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758005014,35,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758005016,35,
8,8,0,WS_SEND_START,1697758005017,35,
8,8,0,WS_SEND_END,1697758005018,35,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758005021,36,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758005023,36,
8,8,0,WS_SEND_START,1697758005024,36,
8,8,0,WS_SEND_END,1697758005025,36,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758005026,37,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758005028,37,
8,8,0,WS_SEND_START,1697758005030,37,
8,8,0,WS_SEND_END,1697758005031,37,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758005031,38,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758005034,38,
8,8,0,WS_SEND_START,1697758005036,38,
8,8,0,WS_SEND_END,1697758005037,38,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758005038,39,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758005041,39,
8,8,0,WS_SEND_START,1697758005042,39,
8,8,0,WS_SEND_END,1697758005043,39,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758005044,40,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1697758005047,40,
8,8,0,WS_SEND_START,1697758005048,40,
8,8,0,WS_SEND_END,1697758005048,40,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1697758005049,41,
