# http://localhost:3838/ --workers 50 --loaded-duration-minutes 2 --output-dir run1
# {"appUrl":"http://localhost:3838/","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":50}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
21,21,0,PLAYER_SESSION_CREATE,1697758021334,0,
21,21,0,REQ_HOME_START,1697758021335,4,
21,21,0,REQ_HOME_END,1697758021385,4,
21,21,0,REQ_GET_START,1697758021386,5,
21,21,0,REQ_GET_END,1697758021393,5,
21,21,0,REQ_GET_START,1697758021395,6,
21,21,0,REQ_GET_END,1697758021400,6,
21,21,0,REQ_GET_START,1697758021401,7,
21,21,0,REQ_GET_END,1697758021414,7,
21,21,0,REQ_GET_START,1697758021416,8,
21,21,0,REQ_GET_END,1697758021430,8,
21,21,0,WS_OPEN_START,1697758021431,9,
21,21,0,WS_OPEN_END,1697758021435,9,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021436,10,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021443,10,
21,21,0,REQ_GET_START,1697758021444,10,
21,21,0,REQ_GET_END,1697758021448,10,
21,21,0,WS_RECV_INIT_START,1697758021448,11,
21,21,0,WS_RECV_INIT_END,1697758021449,11,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021450,12,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021452,12,
21,21,0,WS_SEND_START,1697758021454,12,
21,21,0,WS_SEND_END,1697758021455,12,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021456,13,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021458,13,
21,21,0,WS_SEND_START,1697758021459,13,
21,21,0,WS_SEND_END,1697758021460,13,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021460,14,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021462,14,
21,21,0,WS_SEND_START,1697758021463,14,
21,21,0,WS_SEND_END,1697758021463,14,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021464,15,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021465,15,
21,21,0,WS_SEND_START,1697758021465,15,
21,21,0,WS_SEND_END,1697758021466,15,
21,21,0,WS_SEND_START,1697758021466,16,
21,21,0,WS_SEND_END,1697758021467,16,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021468,17,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021470,17,
21,21,0,WS_SEND_START,1697758021470,17,
21,21,0,WS_SEND_END,1697758021470,17,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021471,18,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021472,18,
21,21,0,WS_SEND_START,1697758021473,18,
21,21,0,WS_SEND_END,1697758021474,18,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021475,19,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021476,19,
21,21,0,WS_SEND_START,1697758021476,19,
21,21,0,WS_SEND_END,1697758021477,19,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021478,20,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021479,20,
21,21,0,WS_SEND_START,1697758021480,20,
21,21,0,WS_SEND_END,1697758021481,20,
21,21,0,WS_SEND_START,1697758021482,21,
21,21,0,WS_SEND_END,1697758021482,21,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021483,22,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021485,22,
21,21,0,WS_SEND_START,1697758021486,22,
21,21,0,WS_SEND_END,1697758021486,22,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021491,23,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021493,23,
21,21,0,WS_SEND_START,1697758021494,23,
21,21,0,WS_SEND_END,1697758021494,23,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021495,24,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021497,24,
21,21,0,WS_SEND_START,1697758021499,24,
21,21,0,WS_SEND_END,1697758021499,24,
21,21,0,WS_SEND_START,1697758021501,25,
21,21,0,WS_SEND_END,1697758021501,25,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021502,26,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021503,26,
21,21,0,WS_SEND_START,1697758021504,26,
21,21,0,WS_SEND_END,1697758021506,26,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021507,27,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021509,27,
21,21,0,WS_SEND_START,1697758021511,27,
21,21,0,WS_SEND_END,1697758021511,27,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021513,28,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021515,28,
21,21,0,WS_SEND_START,1697758021516,28,
21,21,0,WS_SEND_END,1697758021516,28,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021517,29,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021519,29,
21,21,0,WS_SEND_START,1697758021520,29,
21,21,0,WS_SEND_END,1697758021521,29,
21,21,0,WS_SEND_START,1697758021522,30,
21,21,0,WS_SEND_END,1697758021523,30,
21,21,0,PLAYBACK_SLEEPBEFORE_START,1697758021524,31,
21,21,0,PLAYBACK_SLEEPBEFORE_END,1697758021526,31,
21,21,0,WS_SEND_START,1697758021526,31,
21,21,0,WS_SEND_END,1697758021527,31,
